SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,FLUORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,FL_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
212,11:00:20,29/01/2025,K_lowfl_medbth,Karina Guo,,,73,High,0.011857,1.903427,0.011784,0.138199,1.877949,1.870329,3.040044,1.162095,18.418356,18.493399,29.937307,0.441786,7.5,PSF-01163_20250129110020_13e,0,0,0,167.737839,607.039307,0.723679,0.5,0.8,11.855333,1,58.23,58,25.24,24.25,24.25,101.55,79.9,79.6,0.3,41,3.916,10:55:26,29/01/2025,-1.41,1,-0.001,0,-9999,0.442,0.923,-9999,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.453199,2.494825,1.074178,0.762098,0.27016,-0.009209,0.748008,0.142973,167.737839,0.001123,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129110020_13e,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
213,11:00:54,29/01/2025,K_lowfl_medbth,Karina Guo,,,73,High,0.010512,1.907782,0.010455,0.121304,1.898951,1.892284,3.048509,1.149558,18.63378,18.69944,30.019415,0.441786,7.5,PSF-01163_20250129110054_2f9,0,0,0,148.980972,571.712158,0.739413,0.5,0.8,12.882657,1,58.98,58.78,25.21,24.3,24.3,101.55,80.1,79.4,0.8,44,3.914,10:55:26,29/01/2025,-1.41,1,0.001,0,-0.002,-0.188,-0.257,-0.33,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.454229,2.495854,1.075799,0.761733,0.270464,-0.008373,0.749559,0.145236,148.980972,0.001137,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129110054_2f9,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
214,11:01:29,29/01/2025,K_lowfl_medbth,Karina Guo,,,73,High,0.017809,1.90063,0.017644,0.196274,1.909811,1.89897,3.01219,1.102379,18.698515,18.805262,29.660021,0.441786,7.5,PSF-01163_20250129110129_4ba,0,0,0,170.921799,616.566162,0.722784,0.5,0.8,12.936859,1,59.44,59.1,25.18,24.1,24.1,101.56,79.7,79.5,0.2,45,3.914,10:55:26,29/01/2025,-1.41,1,-0.001,-0.001,-0.002,-0.009,0.142,0.337,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.454662,2.496481,1.073139,0.761954,0.270823,-0.010235,0.750988,0.146271,170.921799,0.001139,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129110129_4ba,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
215,11:04:33,29/01/2025,K_lowfl_medbth,Karina Guo,,,747,High,0.031529,1.899819,0.031015,0.327412,1.953389,1.935303,2.999353,1.045965,19.056366,19.234455,29.533768,0.441786,7.5,PSF-01163_20250129110433_440,0,0,0,134.375458,603.295349,0.777264,0.5,0.8,28.334026,1,61.79,61.21,24.9,24.02,24.02,101.56,79.7,72.6,8.8,91,3.911,10:55:26,29/01/2025,-1.41,1,0,-0.001,-0.002,-0.112,-0.191,-0.406,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.457487,2.499725,1.072838,0.746896,0.273771,-0.00799,0.758379,0.186616,134.375458,0.001122,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129110433_440,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
216,11:05:07,29/01/2025,K_lowfl_medbth,Karina Guo,,,747,High,0.037528,1.902387,0.036802,0.378134,1.964459,1.943609,2.982584,1.018124,19.137217,19.342512,29.367191,0.441786,7.5,PSF-01163_20250129110507_b1b,0,0,0,132.827637,606.580872,0.781022,0.5,0.8,28.783176,1,62.34,61.68,24.85,23.93,23.93,101.56,79.8,75.7,5.1,92,3.91,10:55:26,29/01/2025,-1.41,1,-0.001,-0.001,-0.002,-0.12,-0.245,-0.686,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.458112,2.500493,1.073792,0.753613,0.274382,-0.008406,0.759695,0.187485,132.827637,0.001125,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129110507_b1b,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
217,11:05:33,29/01/2025,K_lowfl_medbth,Karina Guo,,,747,High,0.042497,1.906056,0.04157,0.407273,1.962613,1.940213,2.933597,0.970984,19.104713,19.325283,28.886286,0.441786,7.5,PSF-01163_20250129110533_fce,0,0,0,139.047501,606.599121,0.770775,0.5,0.8,25.541378,1,62.46,61.75,24.8,23.66,23.66,101.56,80,79.3,0.9,83,3.91,10:55:26,29/01/2025,-1.41,1,0,0,-0.002,-0.242,-0.426,-0.708,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.458213,2.500667,1.075156,0.761471,0.274912,-0.010934,0.760735,0.179405,139.047501,0.001131,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129110533_fce,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
218,11:06:10,29/01/2025,K_lowfl_medbth,Karina Guo,,,215,Low,0.061971,1.902512,0.060016,0.581096,1.983154,1.951123,2.942619,0.959465,19.212143,19.527544,28.975121,0.441786,7.5,PSF-01163_20250129110610_fc1,0,0,0,150.479797,566.676758,0.734452,0.5,0.8,24.677532,1,63.27,62.25,24.76,23.71,23.71,101.56,79.8,79.6,0.3,84,3.909,11:05:48,29/01/2025,-1.52,1,-0.001,-0.001,-0.002,-0.112,-0.116,-0.246,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.458867,2.501912,1.073838,0.762052,0.275345,-0.009925,0.76241,0.180411,150.479797,0.001117,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129110610_fc1,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
219,11:06:36,29/01/2025,K_lowfl_medbth,Karina Guo,,,215,Low,0.081497,1.90311,0.078151,0.738598,1.992143,1.951448,2.928741,0.936598,19.214497,19.615185,28.837187,0.441786,7.5,PSF-01163_20250129110636_72b,0,0,0,138.268234,558.233521,0.752311,0.5,0.8,26.781097,1,63.7,62.39,24.72,23.63,23.63,101.56,79.8,79.5,0.4,89,3.908,11:05:48,29/01/2025,-1.52,1,-0.001,-0.001,-0.002,0.051,0.1,0.175,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.45907,2.5025,1.07406,0.761883,0.275755,-0.010382,0.763446,0.184757,138.268234,0.00114,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129110636_72b,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
220,11:07:04,29/01/2025,K_lowfl_medbth,Karina Guo,,,215,Low,0.032936,1.903235,0.032376,0.331021,1.964782,1.94654,2.977963,1.01318,19.165318,19.344929,29.320541,0.441786,7.5,PSF-01163_20250129110704_829,0,0,0,163.195969,580.066345,0.71866,0.5,0.8,24.52066,1,63.01,62.42,24.67,23.91,23.91,101.57,79.8,78.9,1.1,85,3.907,11:05:48,29/01/2025,-1.52,1,0,0,-0.002,-0.002,0.008,0.154,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.459113,2.501573,1.074107,0.760641,0.276295,-0.006748,0.764583,0.181542,163.195969,0.001124,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129110704_829,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
221,11:07:35,29/01/2025,K_lowfl_medbth,Karina Guo,,,375,High,0.033415,1.904821,0.032839,0.336549,1.954261,1.935732,2.969908,1.015647,19.058907,19.241343,29.24124,0.441786,7.5,PSF-01163_20250129110735_491,0,0,0,149.986618,448.28833,0.665424,0.5,0.8,14.75355,1,62.86,62.26,24.62,23.86,23.86,101.57,79.9,72,10,55,3.907,11:05:48,29/01/2025,-1.52,1,-0.002,-0.001,-0.002,1.298,0.115,1.027,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.458915,2.50138,1.074696,0.74546,0.276852,-0.006688,0.765904,0.155562,149.986618,0.00115,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129110735_491,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
222,11:08:18,29/01/2025,K_lowfl_medbth,Karina Guo,,,375,High,0.030521,1.904512,0.03004,0.308899,1.955365,1.938356,2.974368,1.019002,19.085823,19.253302,29.286806,0.441786,7.5,PSF-01163_20250129110818_8a3,0,0,0,143.683792,385.028595,0.626823,0.5,0.8,11.988789,1,63.13,62.58,24.56,23.89,23.89,101.56,79.9,79.3,0.7,48,3.905,11:05:48,29/01/2025,-1.52,1,0,-0.001,-0.002,0.277,0.413,0.812,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.459343,2.50176,1.074582,0.761483,0.277544,-0.005711,0.768013,0.14894,143.683792,0.001139,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129110818_8a3,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
223,11:09:03,29/01/2025,K_lowfl_medbth,Karina Guo,,,375,High,0.022959,1.904558,0.022685,0.226017,1.954386,1.941941,2.941799,0.987413,19.122066,19.244606,28.967545,0.441786,7.5,PSF-01163_20250129110903_084,0,0,0,143.508194,440.885773,0.6745,0.5,0.8,12.939282,1,63.31,62.91,24.5,23.7,23.7,101.56,79.9,79.7,0.3,48,3.905,11:05:48,29/01/2025,-1.52,1,-0.001,-0.001,-0.003,0.134,0.158,0.249,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.459783,2.502016,1.074598,0.762276,0.278168,-0.007124,0.769745,0.149064,143.508194,0.001132,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129110903_084,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
224,11:09:37,29/01/2025,K_lowfl_medbth,Karina Guo,,,65,Low,0.063654,1.903135,0.061594,0.578417,1.985514,1.953645,2.916173,0.93066,19.237406,19.551212,28.715355,0.441786,7.5,PSF-01163_20250129110937_1a4,0,0,0,130.459076,553.980225,0.764506,0.5,0.8,12.880011,1,64.47,63.44,24.46,23.56,23.56,101.55,79.8,79.7,0.1,42,3.904,11:05:48,29/01/2025,-1.52,1,-0.001,0,-0.002,0.094,0.207,-0.181,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.460486,2.5036,1.074069,0.76242,0.278616,-0.008291,0.771211,0.143985,130.459076,0.001126,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129110937_1a4,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
225,11:10:08,29/01/2025,K_lowfl_medbth,Karina Guo,,,65,Low,0.045331,1.902261,0.044276,0.422462,1.974704,1.951414,2.920218,0.945515,19.217756,19.447113,28.75865,0.441786,7.5,PSF-01163_20250129111008_16e,0,0,0,156.487946,554.23877,0.717652,0.5,0.8,9.244478,1,64.26,63.5,24.43,23.58,23.58,101.54,79.8,78.9,1.1,32,3.904,11:05:48,29/01/2025,-1.52,1,-0.001,-0.001,-0.002,-0.343,-0.613,-0.869,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.460577,2.503319,1.073745,0.760514,0.279016,-0.007634,0.772542,0.135361,156.487946,0.001115,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129111008_16e,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
226,11:10:26,29/01/2025,K_lowfl_medbth,Karina Guo,,,65,Low,0.03627,1.903678,0.035592,0.327797,1.964405,1.946349,2.877354,0.912949,19.166927,19.344738,28.335127,0.441786,7.5,PSF-01163_20250129111026_0e9,0,0,0,139.818542,582.780334,0.760084,0.5,0.8,11.942914,1,64.01,63.42,24.41,23.33,23.33,101.55,79.9,79.5,0.5,39,3.903,11:05:48,29/01/2025,-1.52,1,-0.001,-0.001,-0.002,0.051,0.031,0.145,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.460475,2.502982,1.074271,0.761871,0.279261,-0.010113,0.773277,0.141517,139.818542,0.001135,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129111026_0e9,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
227,11:11:00,29/01/2025,K_lowfl_medbth,Karina Guo,,,68,Mid,0.015397,1.898205,0.015273,0.150533,1.96314,1.954817,2.939826,0.976685,19.250656,19.332615,28.950819,0.441786,7.5,PSF-01163_20250129111100_d5a,0,0,0,162.886978,594.792358,0.726145,0.5,0.8,11.126952,1,64.13,63.86,24.36,23.69,23.69,101.55,79.6,79.5,0,38,3.903,11:05:48,29/01/2025,-1.52,1,0,-0.001,-0.002,-0.066,-0.057,-0.403,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.461061,2.50316,1.07224,0.761992,0.279745,-0.005669,0.774784,0.140671,162.886978,0.001137,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129111100_d5a,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
228,11:11:42,29/01/2025,K_lowfl_medbth,Karina Guo,,,68,Mid,0.036494,1.903829,0.035807,0.332358,1.965891,1.947585,2.885932,0.920042,19.178822,19.359083,28.419182,0.441786,7.5,PSF-01163_20250129111142_997,0,0,0,156.055923,621.723511,0.748995,0.5,0.8,9.839774,1,64.42,63.82,24.31,23.38,23.38,101.55,79.9,79.5,0.5,33,3.903,11:05:48,29/01/2025,-1.52,1,0,0,-0.002,-0.032,-0.055,0.048,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.461014,2.503554,1.074327,0.761879,0.28031,-0.00852,0.776576,0.135918,156.055923,0.00114,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129111142_997,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
229,11:12:16,29/01/2025,K_lowfl_medbth,Karina Guo,,,68,Mid,0.022831,1.898904,0.02256,0.20722,1.945992,1.934538,2.856714,0.910722,19.049919,19.162708,28.130829,0.441786,7.5,PSF-01163_20250129111216_980,0,0,0,164.429062,592.299011,0.722388,0.5,0.8,8.737674,1,63.94,63.57,24.27,23.22,23.22,101.55,79.6,79.6,0,30,3.901,11:05:48,29/01/2025,-1.52,1,-0.001,0,-0.003,0.065,0.015,0.293,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.460694,2.502918,1.072499,0.76207,0.280826,-0.009876,0.778058,0.133652,164.429062,0.001136,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129111216_980,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
230,11:13:25,29/01/2025,K_lowfl_medbth,Karina Guo,,,444,Mid,0.099043,1.907376,0.094154,0.792355,1.999071,1.955549,2.833319,0.834248,19.257294,19.685871,27.901142,0.441786,7.5,PSF-01163_20250129111325_574,0,0,0,122.040154,583.004211,0.79067,0.5,0.8,9.305311,1,65.99,64.56,24.19,23.08,23.08,101.55,80.1,79.6,0.6,29,3.9,11:05:48,29/01/2025,-1.52,1,-0.001,-0.001,-0.002,-0.02,0.012,-0.056,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.462004,2.50571,1.075648,0.761996,0.2817,-0.010517,0.780857,0.132942,122.040154,0.001143,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129111325_574,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
231,11:14:18,29/01/2025,K_lowfl_medbth,Karina Guo,,,444,Mid,0.11045,1.903928,0.104394,0.84809,2.003096,1.956405,2.808543,0.805447,19.265293,19.725075,27.656546,0.441786,7.5,PSF-01163_20250129111418_255,0,0,0,122.676376,563.665894,0.78236,0.5,0.8,15.214032,1,66.33,64.79,24.14,22.93,22.93,101.55,79.9,79.8,0.2,49,3.9,11:05:48,29/01/2025,-1.52,1,-0.001,0,-0.002,0.048,0.041,0.102,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.462313,2.506177,1.074364,0.762457,0.282283,-0.011546,0.783036,0.149636,122.676376,0.001132,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129111418_255,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
232,11:14:50,29/01/2025,K_lowfl_medbth,Karina Guo,,,444,Mid,0.099434,1.905748,0.094504,0.809115,1.992512,1.948019,2.841235,0.848723,19.183468,19.621624,27.979578,0.441786,7.5,PSF-01163_20250129111450_278,0,0,0,124.802467,574.629639,0.782812,0.5,0.8,17.66255,1,66.09,64.62,24.11,23.13,23.13,101.55,80,79.5,0.5,56,3.899,11:05:48,29/01/2025,-1.52,1,0,0,-0.002,-0.008,0.112,-0.098,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.462094,2.505854,1.075041,0.761976,0.282592,-0.009127,0.784451,0.156412,124.802467,0.001118,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129111450_278,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
233,11:15:26,29/01/2025,K_lowfl_medbth,Karina Guo,,,374,High,0.088159,1.900312,0.08425,0.662112,1.982709,1.946163,2.762089,0.779379,19.165659,19.52557,27.200836,0.441786,7.5,PSF-01163_20250129111526_f57,0,0,0,121.246574,504.421234,0.759632,0.5,0.8,20.440557,1,65.9,64.68,24.08,22.66,22.66,101.54,79.7,79.4,0.4,67,3.898,11:05:48,29/01/2025,-1.52,1,-0.001,-0.001,-9999,0.137,0.159,-9999,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.46219,2.505599,1.073021,0.76156,0.28297,-0.013905,0.786267,0.165861,121.246574,0.00112,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129111526_f57,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
234,11:15:52,29/01/2025,K_lowfl_medbth,Karina Guo,,,374,High,0.072542,1.905827,0.069882,0.572234,1.9698,1.938327,2.781855,0.812056,19.088215,19.398148,27.395092,0.441786,7.5,PSF-01163_20250129111552_4f2,0,0,0,114.745621,479.514252,0.760704,0.5,0.8,23.55876,1,65.57,64.52,24.05,22.78,22.78,101.55,80,73.5,8.1,77,3.898,11:05:48,29/01/2025,-1.52,1,-0.002,-0.001,-0.003,0.035,-0.027,-0.078,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.461979,2.505155,1.075071,0.748738,0.283249,-0.012336,0.787515,0.174692,114.745621,0.001129,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129111552_4f2,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
235,11:17:07,29/01/2025,K_lowfl_medbth,Karina Guo,,,374,High,-0.152793,1.901513,-0.166143,-1.649691,1.85208,1.943182,2.837055,0.984976,19.136547,18.239363,27.939447,0.441786,7.5,PSF-01163_20250129111707_c65,0,0,0,119.72773,480.350372,0.750749,0.5,0.8,25.851889,1,61.88,64.92,23.99,23.1,23.1,101.54,79.8,79.7,0.1,86,3.896,11:16:27,29/01/2025,-5.3,0,0,0.001,0.002,-0.221,-0.305,-0.876,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.462518,2.505284,1.073467,0.7623,0.283952,-0.008061,0.790995,0.182226,119.72773,0.00113,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129111707_c65,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
236,11:17:38,29/01/2025,K_lowfl_medbth,Karina Guo,,,672,High,-0.130005,1.902665,-0.13954,-1.295871,1.877545,1.949033,2.798825,0.921281,19.194399,18.49037,27.563293,0.441786,7.5,PSF-01163_20250129111738_6ea,0,0,0,144.430511,566.463928,0.745031,0.5,0.8,23.979662,1,62.82,65.21,23.97,22.88,22.88,101.54,79.8,79.7,0.1,80,3.896,11:16:27,29/01/2025,-5.3,0,0,0,0.002,-0.175,-0.224,-0.378,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.462896,2.506557,1.073895,0.762327,0.284215,-0.010282,0.79234,0.177337,144.430511,0.001146,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129111738_6ea,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
237,11:18:08,29/01/2025,K_lowfl_medbth,Karina Guo,,,672,High,-0.132889,1.899674,-0.142885,-1.359254,1.878429,1.953564,2.822013,0.943584,19.239405,18.499447,27.7922,0.441786,7.5,PSF-01163_20250129111808_117,0,0,0,164.532059,534.264587,0.69204,0.5,0.8,20.888065,1,62.91,65.43,23.95,23.01,23.01,101.54,79.7,76.5,3.9,75,3.895,11:16:27,29/01/2025,-5.3,0,0.001,0,-0.002,-0.011,-0.169,-0.338,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.463192,2.506695,1.072785,0.755375,0.284424,-0.008572,0.793724,0.172982,164.532059,0.001142,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129111808_117,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
238,11:18:36,29/01/2025,K_lowfl_medbth,Karina Guo,,,672,High,-0.144509,1.905237,-0.15637,-1.477828,1.875267,1.956652,2.812769,0.937502,19.269484,18.467983,27.700686,0.441786,7.5,PSF-01163_20250129111836_2c2,0,0,0,165.970444,538.179138,0.691607,0.5,0.8,18.033279,1,62.87,65.59,23.93,22.96,22.96,101.54,80,79.6,0.4,65,3.894,11:16:27,29/01/2025,-5.3,0,0.001,0.001,-0.002,0.021,-0.241,-0.534,1,75,0.001,2,0.058905,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,1,2,55537,55537,55537,0,-9999,0,0,0,0,2.463407,2.50663,1.074851,0.762198,0.284593,-0.009006,0.794988,0.164048,165.970444,0.001128,2.363673,0.000005,1,2.399535,0.000012,1,0.601056,0.600294,0.107352,0,PSF-01163_20250129111836_2c2,PFA-00994,PSA-00994,PSF-01163,RHS-01998,3.0.0,2025-01-13T08:33:48.201Z
